Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Manipulation: 
637,1734942023271,23/12/2024 08:20:23,1734949223271,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 2,rl3k4k,71,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-11,
638,1734942023281,23/12/2024 08:20:23,1734949223281,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 2,rl3k4k,71,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,2,,,Rating Scale,5,object-10,
639,1734942023290,23/12/2024 08:20:23,1734949223290,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 2,rl3k4k,71,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,2,,,Rating Scale,5,object-10,
640,1734942023300,23/12/2024 08:20:23,1734949223300,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 2,rl3k4k,71,How clear do you think the visualization is (1-5),response,value,4,,,Rating Scale,6,object-9,
641,1734942023310,23/12/2024 08:20:23,1734949223310,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 2,rl3k4k,71,How clear do you think the visualization is (1-5),response,quantised,4,,,Rating Scale,6,object-9,
642,1734942023319,23/12/2024 08:20:23,1734949223319,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-86565,
643,1734942023329,23/12/2024 08:20:23,1734949223329,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-86566,
644,1734942023338,23/12/2024 08:20:23,1734949223338,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-86566,
645,1734942023347,23/12/2024 08:20:23,1734949223347,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,2,,,Rating Scale,5,object-86567,
646,1734942023356,23/12/2024 08:20:23,1734949223356,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,2,,,Rating Scale,5,object-86567,
647,1734942023365,23/12/2024 08:20:23,1734949223365,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,How clear do you think the visualization is (1-5),response,value,3,,,Rating Scale,6,object-86568,
648,1734942023374,23/12/2024 08:20:23,1734949223374,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 53,qulrvt,72,How clear do you think the visualization is (1-5),response,quantised,3,,,Rating Scale,6,object-86568,
649,1734942023383,23/12/2024 08:20:23,1734949223383,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-1324327,
650,1734942023392,23/12/2024 08:20:23,1734949223392,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-1324328,
651,1734942023401,23/12/2024 08:20:23,1734949223401,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-1324328,
652,1734942023410,23/12/2024 08:20:23,1734949223410,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,4,,,Rating Scale,5,object-1324329,
653,1734942023419,23/12/2024 08:20:23,1734949223419,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,4,,,Rating Scale,5,object-1324329,
654,1734942023431,23/12/2024 08:20:23,1734949223431,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,How clear do you think the visualization is (1-5),response,value,4,,,Rating Scale,6,object-1324330,
655,1734942023440,23/12/2024 08:20:23,1734949223440,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 118,6lx4dl,73,How clear do you think the visualization is (1-5),response,quantised,4,,,Rating Scale,6,object-1324330,
656,1734942023449,23/12/2024 08:20:23,1734949223449,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,Predict the midpoint of the next candlestick,response,value,107,,,Prediction,3,object-116763166,
657,1734942023458,23/12/2024 08:20:23,1734949223458,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-116763167,
658,1734942023467,23/12/2024 08:20:23,1734949223467,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-116763167,
659,1734942023477,23/12/2024 08:20:23,1734949223477,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,4,,,Rating Scale,5,object-116763168,
660,1734942023486,23/12/2024 08:20:23,1734949223486,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,4,,,Rating Scale,5,object-116763168,
661,1734942023495,23/12/2024 08:20:23,1734949223495,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,How clear do you think the visualization is (1-5),response,value,5,,,Rating Scale,6,object-116763169,
662,1734942023505,23/12/2024 08:20:23,1734949223505,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 90,ilfrsp,74,How clear do you think the visualization is (1-5),response,quantised,5,,,Rating Scale,6,object-116763169,
663,1734942023514,23/12/2024 08:20:23,1734949223514,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,Predict the midpoint of the next candlestick,response,value,110,,,Prediction,3,object-85858,
664,1734942023524,23/12/2024 08:20:23,1734949223524,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-85859,
665,1734942023533,23/12/2024 08:20:23,1734949223533,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-85859,
666,1734942023543,23/12/2024 08:20:23,1734949223543,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,4,,,Rating Scale,5,object-85860,
667,1734942023552,23/12/2024 08:20:23,1734949223552,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,4,,,Rating Scale,5,object-85860,
668,1734942023561,23/12/2024 08:20:23,1734949223561,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,How clear do you think the visualization is (1-5),response,value,3,,,Rating Scale,6,object-85861,
669,1734942023571,23/12/2024 08:20:23,1734949223571,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 51,h5hjzp,75,How clear do you think the visualization is (1-5),response,quantised,3,,,Rating Scale,6,object-85861,
670,1734942023580,23/12/2024 08:20:23,1734949223580,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,Predict the midpoint of the next candlestick,response,value,88,,,Prediction,3,object-109893096,
671,1734942023589,23/12/2024 08:20:23,1734949223589,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-109893097,
672,1734942023599,23/12/2024 08:20:23,1734949223599,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-109893097,
673,1734942023608,23/12/2024 08:20:23,1734949223608,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,1,,,Rating Scale,5,object-109893098,
674,1734942023618,23/12/2024 08:20:23,1734949223618,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,1,,,Rating Scale,5,object-109893098,
675,1734942023628,23/12/2024 08:20:23,1734949223628,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,How clear do you think the visualization is (1-5),response,value,1,,,Rating Scale,6,object-109893099,
676,1734942023638,23/12/2024 08:20:23,1734949223638,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 85,hctal4,76,How clear do you think the visualization is (1-5),response,quantised,1,,,Rating Scale,6,object-109893099,
677,1734942023647,23/12/2024 08:20:23,1734949223647,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,Predict the midpoint of the next candlestick,response,value,107,,,Prediction,3,object-116056159,
678,1734942023657,23/12/2024 08:20:23,1734949223657,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-116056160,
679,1734942023666,23/12/2024 08:20:23,1734949223666,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-116056160,
680,1734942023676,23/12/2024 08:20:23,1734949223676,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,4,,,Rating Scale,5,object-116056161,
681,1734942023685,23/12/2024 08:20:23,1734949223685,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,4,,,Rating Scale,5,object-116056161,
682,1734942023695,23/12/2024 08:20:23,1734949223695,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,How clear do you think the visualization is (1-5),response,value,3,,,Rating Scale,6,object-116056162,
683,1734942023704,23/12/2024 08:20:23,1734949223704,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 91,ses2a6,77,How clear do you think the visualization is (1-5),response,quantised,3,,,Rating Scale,6,object-116056162,
684,1734942023714,23/12/2024 08:20:23,1734949223714,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,Predict the midpoint of the next candlestick,response,value,113,,,Prediction,3,object-80202,
685,1734942023724,23/12/2024 08:20:23,1734949223724,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-80203,
686,1734942023734,23/12/2024 08:20:23,1734949223734,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-80203,
687,1734942023744,23/12/2024 08:20:23,1734949223744,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,2,,,Rating Scale,5,object-80204,
688,1734942023753,23/12/2024 08:20:23,1734949223753,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,2,,,Rating Scale,5,object-80204,
689,1734942023763,23/12/2024 08:20:23,1734949223763,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,How clear do you think the visualization is (1-5),response,value,4,,,Rating Scale,6,object-80205,
690,1734942023773,23/12/2024 08:20:23,1734949223773,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 43,fdtvpj,78,How clear do you think the visualization is (1-5),response,quantised,4,,,Rating Scale,6,object-80205,
691,1734942023783,23/12/2024 08:20:23,1734949223783,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,Predict the midpoint of the next candlestick,response,value,116,,,Prediction,3,object-93835,
692,1734942023793,23/12/2024 08:20:23,1734949223793,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-93836,
693,1734942023805,23/12/2024 08:20:23,1734949223805,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-93836,
694,1734942023815,23/12/2024 08:20:23,1734949223815,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,5,,,Rating Scale,5,object-93837,
695,1734942023825,23/12/2024 08:20:23,1734949223825,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,5,,,Rating Scale,5,object-93837,
696,1734942023835,23/12/2024 08:20:23,1734949223835,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,How clear do you think the visualization is (1-5),response,value,4,,,Rating Scale,6,object-93838,
697,1734942023845,23/12/2024 08:20:23,1734949223845,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 59,75qmm6,79,How clear do you think the visualization is (1-5),response,quantised,4,,,Rating Scale,6,object-93838,
698,1734942023855,23/12/2024 08:20:23,1734949223855,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,Predict the midpoint of the next candlestick,response,value,100,,,Prediction,3,object-529,
699,1734942023865,23/12/2024 08:20:23,1734949223865,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-530,
700,1734942023874,23/12/2024 08:20:23,1734949223874,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-530,
701,1734942023884,23/12/2024 08:20:23,1734949223884,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,2,,,Rating Scale,5,object-531,
702,1734942023894,23/12/2024 08:20:23,1734949223894,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,Do you believe the analysis in the visualization supports your prediction (1-5),response,quantised,2,,,Rating Scale,5,object-531,
703,1734942023904,23/12/2024 08:20:23,1734949223904,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,How clear do you think the visualization is (1-5),response,value,2,,,Rating Scale,6,object-532,
704,1734942023914,23/12/2024 08:20:23,1734949223914,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 3,e3sj4v,80,How clear do you think the visualization is (1-5),response,quantised,2,,,Rating Scale,6,object-532,
705,1734942023924,23/12/2024 08:20:23,1734949223924,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 83,nlae56,81,Predict the midpoint of the next candlestick,response,value,88,,,Prediction,3,object-108479082,
706,1734942023934,23/12/2024 08:20:23,1734949223934,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 83,nlae56,81,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-108479083,
707,1734942023944,23/12/2024 08:20:23,1734949223944,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 83,nlae56,81,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-108479083,
708,1734942023954,23/12/2024 08:20:23,1734949223954,2,23/12/2024 12:20:23,195331,10,questionnaire-ler6,,42173210,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 1: Investment game,12,,Page 83,nlae56,81,Do you believe the analysis in the visualization supports your prediction (1-5),response,value,2,,,Rating Scale,5,object-108479084,
